Year	Industry	Status of innovation activity	Information	Innovation activity of enterprises by industry
2022	B-C-D-E Total industry	Total number of enterprises	Ongoing innovation activities, number of enterprises (no.)	1163
2022	B-C-D-E Total industry	Total number of enterprises	Abandoned innovation activities, number of enterprises (no.)	643
2022	B-C-D-E Total industry	Total number of enterprises	Completed innovation activitiess, number of enterprises (no.)	510
2022	B-C-D-E Total industry	Total number of enterprises	Innovation activity, number of enterprises (no.)	2721
2022	B-C-D-E Total industry	Total number of enterprises	In-house research and development (R&D), number of enterprises (no.)	1962
2022	B-C-D-E Total industry	Total number of enterprises	Continuous in-house R&D, number of enterprises (no.)	1023
2022	B-C-D-E Total industry	Total number of enterprises	Occasional in-house R&D, number of enterprises (no.)	939
2022	B-C-D-E Total industry	Total number of enterprises	Contract-out R&D, number of enterprises (no.)	1287
2022	B-C-D-E Total industry	Total number of enterprises	In-house or contracted-out R&D, number of enterprises (no.)	2047
2022	B-C-D-E Total industry	Enterprises with innovation activity	Number of enterprises (no.)	2721
2022	B-C-D-E Total industry	Enterprises with innovation activity	Product innovations (goods or services), share of enterprises (%)	54.0
2022	B-C-D-E Total industry	Enterprises with innovation activity	Goods innovations, share of enterprises (%)	47.5
2022	B-C-D-E Total industry	Enterprises with innovation activity	Service innovations, share of enterprises (%)	26.5
2022	B-C-D-E Total industry	Enterprises with innovation activity	Only goods innovations, no service innovations, share of enterprises (%)	27.5
2022	B-C-D-E Total industry	Enterprises with innovation activity	Only service innovations, no goods innovations, share of enterprises (%)	6.5
2022	B-C-D-E Total industry	Enterprises with innovation activity	Both goods and service innovations, share of enterprises (%)	20.0
2022	B-C-D-E Total industry	Enterprises with innovation activity	Products new to market, share of enterprises (%)	33.2
2022	B-C-D-E Total industry	Enterprises with innovation activity	Products new to enterprise, share of enterprises (%)	47.2
2022	B-C-D-E Total industry	Enterprises with innovation activity	Products new only to market, not to enterprise, share of enterprises (%)	6.8
2022	B-C-D-E Total industry	Enterprises with innovation activity	Products new only to enterprise, not to market, share of enterprises (%)	20.8
2022	B-C-D-E Total industry	Enterprises with innovation activity	Products new both to market and to enterprise, share of enterprises (%)	26.4
2022	B-C-D-E Total industry	Enterprises with innovation activity	Product innovations developed by enterprise, share of enterprises (%)	44.4
2022	B-C-D-E Total industry	Enterprises with innovation activity	Product innovations developed together with others, share of enterprises (%)	25.4
2022	B-C-D-E Total industry	Enterprises with innovation activity	Enterprise modified products developed by others, share of enterprises (%)	5.9
2022	B-C-D-E Total industry	Enterprises with innovation activity	Product innovations developed by others, share of enterprises (%)	3.1
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations, share of enterprises (%)	73.0
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; production or development methods, share of enterprises (%)	47.1
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; logistics, delivery or distribution methods, share of enterprises (%)	16.0
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; ICT or information processing, share of enterprises (%)	33.9
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; accounting or other administrative operations, share of enterprises (%)	25.6
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; business practices or external relations, share of enterprises (%)	15.4
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; work responsibilities, decision making, human resources, share of enterprises (%)	30.5
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; marketing methods, share of enterprises (%)	26.0
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations developed by enterprise, share of enterprises (%)	51.3
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations developed together with others, share of enterprises (%)	36.8
2022	B-C-D-E Total industry	Enterprises with innovation activity	Enterprise modified processes developed by others, share of enterprises (%)	8.4
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations developed by others, share of enterprises (%)	7.6
2022	B-C-D-E Total industry	Enterprises with innovation activity	Innovations, share of enterprises (%)	86.3
2022	B-C-D-E Total industry	Enterprises with innovation activity	Innovation activities, share of enterprises (%)	47.2
2022	B-C-D-E Total industry	Enterprises with innovation activity	Ongoing innovation activities, share of enterprises (%)	42.8
2022	B-C-D-E Total industry	Enterprises with innovation activity	Abandoned innovation activities, share of enterprises (%)	23.6
2022	B-C-D-E Total industry	Enterprises with innovation activity	Completed innovation activitiess, share of enterprises (%)	18.7
2022	B-C-D-E Total industry	Enterprises with innovation activity	Innovation activity, share of enterprises (%)	100.0
2022	B-C-D-E Total industry	Enterprises with innovation activity	In-house research and development (R&D), share of enterprises (%)	72.1
2022	B-C-D-E Total industry	Enterprises with innovation activity	Continuous in-house R&D, share of enterprises (%)	37.6
2022	B-C-D-E Total industry	Enterprises with innovation activity	Occasional in-house R&D, share of enterprises (%)	34.5
2022	B-C-D-E Total industry	Enterprises with innovation activity	Contract-out R&D, share of enterprises (%)	47.3
2022	B-C-D-E Total industry	Enterprises with innovation activity	In-house or contracted-out R&D, share of enterprises (%)	75.2
2022	B-C-D-E Total industry	Enterprises with innovation activity	Product innovations (goods or services), number of enterprises (no.)	1470
2022	B-C-D-E Total industry	Enterprises with innovation activity	Goods innovations, number of enterprises (no.)	1293
2022	B-C-D-E Total industry	Enterprises with innovation activity	Service innovations, number of enterprises (no.)	721
2022	B-C-D-E Total industry	Enterprises with innovation activity	Only goods innovations, no service innovations, number of enterprises (no.)	749
2022	B-C-D-E Total industry	Enterprises with innovation activity	Only service innovations, no goods innovations, number of enterprises (no.)	177
2022	B-C-D-E Total industry	Enterprises with innovation activity	Both goods and service innovations, number of enterprises (no.)	544
2022	B-C-D-E Total industry	Enterprises with innovation activity	Products new to market, number of enterprises (no.)	904
2022	B-C-D-E Total industry	Enterprises with innovation activity	Products new to enterprise, number of enterprises (no.)	1285
2022	B-C-D-E Total industry	Enterprises with innovation activity	Products new only to market, not to enterprise, number of enterprises (no.)	185
2022	B-C-D-E Total industry	Enterprises with innovation activity	Products new only to enterprise, not to market, number of enterprises (no.)	566
2022	B-C-D-E Total industry	Enterprises with innovation activity	Products new both to market and to enterprise, number of enterprises (no.)	719
2022	B-C-D-E Total industry	Enterprises with innovation activity	Product innovations developed by enterprise, number of enterprises (no.)	1210
2022	B-C-D-E Total industry	Enterprises with innovation activity	Product innovations developed together with others, number of enterprises (no.)	690
2022	B-C-D-E Total industry	Enterprises with innovation activity	Enterprise modified products developed by others, number of enterprises (no.)	160
2022	B-C-D-E Total industry	Enterprises with innovation activity	Product innovations developed by others, number of enterprises (no.)	84
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations, number of enterprises (no.)	1986
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; production or development methods, number of enterprises (no.)	1281
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; logistics, delivery or distribution methods, number of enterprises (no.)	435
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; ICT or information processing, number of enterprises (no.)	923
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; accounting or other administrative operations, number of enterprises (no.)	697
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; business practices or external relations, number of enterprises (no.)	419
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; work responsibilities, decision making, human resources, number of enterprises (no.)	830
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations; marketing methods, number of enterprises (no.)	708
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations developed by enterprise, number of enterprises (no.)	1395
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations developed together with others, number of enterprises (no.)	1002
2022	B-C-D-E Total industry	Enterprises with innovation activity	Enterprise modified processes developed by others, number of enterprises (no.)	227
2022	B-C-D-E Total industry	Enterprises with innovation activity	Process innovations developed by others, number of enterprises (no.)	208
2022	B-C-D-E Total industry	Enterprises with innovation activity	Innovations, number of enterprises (no.)	2348
2022	B-C-D-E Total industry	Enterprises with innovation activity	Innovation activities, number of enterprises (no.)	1283
2022	B-C-D-E Total industry	Enterprises with innovation activity	Ongoing innovation activities, number of enterprises (no.)	1163
2022	B-C-D-E Total industry	Enterprises with innovation activity	Abandoned innovation activities, number of enterprises (no.)	643
2022	B-C-D-E Total industry	Enterprises with innovation activity	Completed innovation activitiess, number of enterprises (no.)	510
2022	B-C-D-E Total industry	Enterprises with innovation activity	Innovation activity, number of enterprises (no.)	2721
2022	B-C-D-E Total industry	Enterprises with innovation activity	In-house research and development (R&D), number of enterprises (no.)	1962
2022	B-C-D-E Total industry	Enterprises with innovation activity	Continuous in-house R&D, number of enterprises (no.)	1023
2022	B-C-D-E Total industry	Enterprises with innovation activity	Occasional in-house R&D, number of enterprises (no.)	939
2022	B-C-D-E Total industry	Enterprises with innovation activity	Contract-out R&D, number of enterprises (no.)	1287
2022	B-C-D-E Total industry	Enterprises with innovation activity	In-house or contracted-out R&D, number of enterprises (no.)	2047
2022	B Mining and quarrying	Total number of enterprises	Number of enterprises (no.)	68
2022	B Mining and quarrying	Total number of enterprises	Product innovations (goods or services), share of enterprises (%)	15.0
2022	B Mining and quarrying	Total number of enterprises	Goods innovations, share of enterprises (%)	4.4
2022	B Mining and quarrying	Total number of enterprises	Service innovations, share of enterprises (%)	13.5
2022	B Mining and quarrying	Total number of enterprises	Only goods innovations, no service innovations, share of enterprises (%)	1.5
2022	B Mining and quarrying	Total number of enterprises	Only service innovations, no goods innovations, share of enterprises (%)	10.5
2022	B Mining and quarrying	Total number of enterprises	Both goods and service innovations, share of enterprises (%)	2.9
2022	B Mining and quarrying	Total number of enterprises	Products new to market, share of enterprises (%)	6.6
2022	B Mining and quarrying	Total number of enterprises	Products new to enterprise, share of enterprises (%)	9.8
2022	B Mining and quarrying	Total number of enterprises	Products new only to market, not to enterprise, share of enterprises (%)	5.2
2022	B Mining and quarrying	Total number of enterprises	Products new only to enterprise, not to market, share of enterprises (%)	8.3
2022	B Mining and quarrying	Total number of enterprises	Products new both to market and to enterprise, share of enterprises (%)	1.5
2022	B Mining and quarrying	Total number of enterprises	Product innovations developed by enterprise, share of enterprises (%)	15.0
2022	B Mining and quarrying	Total number of enterprises	Product innovations developed together with others, share of enterprises (%)	1.5
2022	B Mining and quarrying	Total number of enterprises	Enterprise modified products developed by others, share of enterprises (%)	0.0
2022	B Mining and quarrying	Total number of enterprises	Product innovations developed by others, share of enterprises (%)	1.5
2022	B Mining and quarrying	Total number of enterprises	Process innovations, share of enterprises (%)	34.8
